sentence;url;place;lat;lon;sentiment_score;sentiment
Asylum seekers are filling the city’s shelter system and costs are predicted to hit $64.5 million in the coming months.;http://winnipegsun.com/opinion/editorials/editorial-money-for-border-crisis-we-prefer-action/wcm/e1cb3fed-b619-420b-b3cf-190a8e702ec6;Canada;60.0;-95.0;0.0;neutral
migrants do not wait in Canada for years as their asylum claims are processed.;http://toronto.citynews.ca/2018/06/07/canada-has-removed-only-a-fraction-of-thousands-of-illegal-border-crossers/;Canada;60.0;-95.0;0.0;neutral
Asylum seekers are provided with free, fully furnished accommodation while applications are considered.;https://www.theguardian.com/uk-news/2018/jun/07/home-office-prevented-asylum-seekers-urgent-cancer-treatment;United Kingdom;54.0;-2.0;0.4;positive
migrants were not found, which means that the system on the border between these the two countries is not working efficiently.;http://balkaneu.com/a-migration-crisis-similar-to-the-2015-one-shall-not-be-allowed/;Greece;39.0;22.0;0.0;neutral
refugees are reflected in rain water along an embankment next to paddy fields after fleeing from Myanmar into Palang Khali, near Cox's Bazar, Bangladesh November 2, 2017.;https://uk.reuters.com/article/uk-myanmar-rohingya-un/safety-and-identity-key-for-rohingya-returnees-un-chief-in-myanmar-idUKKCN1J21FS;Bangladesh;24.0;90.0;0.05;positive
migrants are routinely abused by smugglers and other criminals, including physical and sexual abuse, torture for ransom, arbitrary detention for long periods of time, forced labour and even death.;https://mareeg.com/dozens-of-african-migrants-drown-off-yemen-shores/;Yemen;15.0;48.0;-0.013;negative
migrants are being trapped in detention centres and sold into slavery, aid officials told a conference on modern-day slavery on Wednesday.;http://humanitariannews.org/20180607/libya-europe-accused-failing-migrants-libya-human-traffickers-thrive;Libya;25.0;17.0;-0.2;negative
migrants “is not only frighteningly callous, but demonstrates willful ignorance of the violence and unlivable circumstances many families are risking their lives to escape.”;https://www.motherjones.com/politics/2018/06/40-democratic-senators-call-on-trump-to-end-family-separations-at-the-border/;Mexico;23.0;-102.0;0.0;neutral
migrants are prosecuted each day.;https://www.nytimes.com/2018/06/06/us/family-separations-migrants-court.html;United States;38.0;-97.0;0.0;neutral
refugees may not fully be integrated in early warning systems of the host communities and countries.;https://reliefweb.int/report/world/escap-multi-donor-trust-fund-tsunami-disaster-and-climate-preparedness-strategic-note;Germany;51.0;9.0;0.1;positive
"refugees are languishing in ""crowded"" and ""flood-prone"" Bangladeshi refugee camps.";http://www.abplive.in/world-news/myanmar-un-ink-deal-to-repatriate-rohingya-708087;Bangladesh;24.0;90.0;0.0;neutral
migrants are thought to have qualified for that program but not applied, by some estimates.;http://www.wbal.com/article/317987/130/house-gop-in-eleventh-hour-attempt-for-immigration-accord;Mexico;23.0;-102.0;0.0;neutral
migrants are deported.;https://www.stanforddaily.com/2018/06/07/the-inhumanity-of-us-immigration-control/;United States;38.0;-97.0;0.0;neutral
migrant is potentially a violent gang member.;https://filmschoolrejects.com/the-ultimate-other-the-prescient-fears-in-it-came-from-outer-space/;Mexico;23.0;-102.0;-0.8;negative
refugees are displaced again after they return.;http://www.globalissues.org/news/2018/06/07/24253;Norway;62.0;10.0;0.0;neutral
migrants are currently stranded in the country and need assistance.;https://reliefweb.int/report/bosnia-and-herzegovina/eu-provides-15-million-humanitarian-assistance-refugees-and-migrants;Serbia;44.0;21.0;0.0;neutral
