sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are identified at their first European entry point and tighter border controls installed by France, Switzerland and Austria are now creating roadblocks along this well-worn route.;http://www.scmp.com/news/world/europe/article/2149007/new-italy-government-vows-deport-thousands-migrants-who-fled;Switzerland;47.0;8.0;0.125;positive
refugee crisis is a European problem, and requires a pan-European solution.;https://whatyouthoughtiwentaway.wordpress.com/2018/06/02/george-soros-wants-the-eu-to-borrow-money-to-pay-for-unrestricted-migration-into-europe/;Germany;51.0;9.0;0.0;neutral
refugees are children.;https://www.twincities.com/2018/06/03/nikki-haley-south-sudan-has-failed-its-children-we-must-not/;South Sudan;15.0;30.0;0.0;neutral
refugees may not have the necessary papers or documentation for verification.;http://www.southasiaanalysis.org/node/2305;Yemen;15.0;48.0;0.0;neutral
migrants is different from previous ones: 24% are in Colombia, 15% in both Chile and Argentina, and about 5% each in the US, Spain, Peru and Ecuador.;https://www.livemint.com/Opinion/deUcCUNN2gkXPjPfsTW0IJ/Venezuelans-deserve-refugee-status.html;Colombia;4.0;-72.0;-0.083;negative
refugees are some sort of danger;http://www.afghanistansun.com/news/257406820/dc-festival-shows-support-for-refugees;Mexico;23.0;-102.0;0.0;neutral
refugees is very pathetic.;http://www.monitor.co.ug/Magazines/PeoplePower/Government-frustrating-refugee-probe-Kaps-Fungaroo/689844-4592524-6aq1fp/;Uganda;1.0;32.0;-1.0;negative
asylum seekers are processed in the country of their arrival.;https://www.msn.com/en-gb/news/world/italy-can-no-longer-serve-as-europes-refugee-camp-says-matteo-salvini-as-he-pledges-to-push-eu-for-stricter-controls/ar-AAyaYzF;Germany;51.0;9.0;0.0;neutral
"refugee is one specific type of legal status,"" he said.";https://apnews.com/38dd21e91bc645b6ae8d5d0d8399e88d;Nigeria;10.0;8.0;0.1;positive
migrants are seen as individuals whose entire existence is defined by their immigration status.;https://www.madinamerica.com/2018/06/perspectives-reality-alternative-epistemology/;China;35.0;105.0;0.0;neutral
migrant children are in government custody without their parents;https://www.nbcnews.com/news/latino/surge-migrant-children-government-shelters-trump-admin-pushes-zero-tolerance-n878601?cid=public-rss_20180603;United States;38.0;-97.0;0.0;neutral
migrant labor is unneeded.;https://www.azcentral.com/story/opinion/editorial/2018/06/03/trump-immigration-war-families-tests-americas-soul/657939002/;Mexico;23.0;-102.0;0.0;neutral
migrants are 65-70 percent more likely to be stopped and searched by police than those who look like they have a Western background;http://cphpost.dk/news/stojberg-muslims-must-eat-on-the-job.html;Denmark;56.0;10.0;0.167;positive
migrants are a threat, but ICE’s own figures show that most of the immigrants in detention pose no threat to the public.”;https://www.greanvillepost.com/2018/06/03/the-campaign-against-comedian-samantha-bee-over-her-comments-on-ivanka-trump/;United States;38.0;-97.0;0.367;positive
asylum seekers who are moved from state to state.;http://www.dw.com/en/italian-interior-minister-matteo-salvini-italy-not-europes-refugee-camp/a-44062004;Germany;51.0;9.0;0.0;neutral
refugees are registered under the refugee registration scheme “Amayesh” and the remaining are undocumented or illegal residents.;http://ifpnews.com/exclusive/three-afghan-refugees-rank-first-in-irans-university-entrance-exam/;Afghanistan;33.0;65.0;-0.5;negative
migrant kids are treated while they're in custody.;https://www.cnn.com/2018/06/03/us/immigration-landscape-may/;United States;38.0;-97.0;0.0;neutral
migrant crisis is the exclusive product of Democrats' shameless refusal to close catch-and-release loopholes that cartels exploit to smuggle illegal aliens into the United States at great cost in taxpayer dollars;https://www.stripes.com/news/us/illegal-border-crossings-remained-high-in-may-despite-trump-s-crackdown-1.530871;United States;38.0;-97.0;0.15;positive
refugee policy is genuine but we need to be clean.;http://theinsider.ug/index.php/2018/06/03/16100/;Rwanda;-2.0;30.0;0.383;positive
migrants are increasingly stuck in Southern Europe.;https://www.japantimes.co.jp/?post_type=news&p=1423590;Tunisia;34.0;9.0;0.0;neutral
refugees and is even more difficult for girls coming from conservative backgrounds whose families disapprove of co-ed education, as there are few girls-only schools in Lebanon.;https://borgenproject.org/girls-education-in-lebanon-strives-to-reach-those-most-in-need/;Lebanon;33.83;35.83;-0.067;negative
migrant rhetoric” is “disqualifying.” And the discredited Southern Poverty Law Center (SPLC);https://counterjihadreport.com/2018/06/03/the-smear-campaign-against-ronald-mortensen/;United States;38.0;-97.0;-0.05;negative
migrant children are suffering;https://www.usatoday.com/story/opinion/2018/06/03/migrant-children-suffering-talker/651580002/;United States;38.0;-97.0;0.0;neutral
migrants who are afraid, daily, of federal agents picking them up and sending them to a detention center away from their jobs and children.;http://www.peninsuladailynews.com/news/immigrant-advocates-hope-for-safety-security-for-all-families/;Mexico;23.0;-102.0;-0.233;negative
migrants are increasingly stuck in southern Europe.;https://au.news.yahoo.com/more-50-migrants-die-mediterranean-crossings-174116351--spt.html;Tunisia;34.0;9.0;0.0;neutral
migrants are believed to have been trying to head illegally to Europe, but their planned route was not immediately clear.;http://ewn.co.za/2018/06/03/nine-dead-after-refugee-boat-sinks-off-turkey-anadolu-agency;Turkey;39.0;35.0;-0.2;negative
refugees are now left to face new risks in these European countries;https://euromedmonitor.org/en/article/2425/Euro-Med-concerned-about-plans-to-deport-half-a-million-migrants-in-Italy;Italy;42.83;12.83;0.045;positive
migrants are coming to Australian shore to live the kind of life that the country promised.;http://health-womens.com/multiculturalism-in-australia/;Australia;-27.0;133.0;0.245;positive
migrants are increasingly stuck in southern Europe;https://www.sbs.com.au/news/over-50-migrants-reportedly-die-at-sea-in-mediterranean;Tunisia;34.0;9.0;0.0;neutral
refugee camp is another cause for serious concern, especially given the lack of basic services.;https://reliefweb.int/report/bangladesh/trust-us-we-re-doctors;United States;38.0;-97.0;-0.111;negative
migrants are economic refugees and concentrate in slums.;http://orissadiary.com/window-seat-mrinal-chatterjee-57/;India;20.0;77.0;0.2;positive
migrant children are dealt with in the United States:;https://www.tdn-net.com/opinion/editorials/42622/editorial-roundup-246;United States;38.0;-97.0;0.0;neutral
refugees are buried separately from Muslim refugees at the Agios Panteleimonas cemetery in Mytilene;https://www.independent.co.uk/news/world/europe/eu-considering-partnership-with-eritrea-on-migration-despite-un-accusations-of-crimes-against-a7071466.html;Macedonia, Republic of;41.83;22.0;0.0;neutral
migrant is now ruling over the British people and controlling Britain’s borders.;http://sheikyermami.com/2018/06/mohammedans-to-rule-over-us/;United Kingdom;54.0;-2.0;0.0;neutral
migrants were not “hard line… but common sense”.;http://voiceofvienna.org/2018/06/04/italy-matteo-salvini-calls-for-end-to-sicily-refugee-camp/;Italy;42.83;12.83;-0.077;negative
migrant who is deported by plane must be escorted by two Italian agents, at an estimated cost of €3,000 (£2,600) per migrant.;https://www.roundnews.com/world/europe/7451-italy-s-interior-minister-wants-deportation-for-about-500-000-illegally-migrants.html;Italy;42.83;12.83;0.0;neutral
