sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are continuing old traditions with saints’ graves that can be found in South East Europe, Asia and Africa.;http://sciencenordic.com/growing-number-muslim-pilgrims-europe;Central African Republic;7.0;21.0;0.1;positive
migrants do not meet our criteria (to claim asylum), and that they must leave.”;http://www.news957.com/national/2018/06/29/baloney-meter-are-a-majority-of-asylum-seekers-to-canada-doomed-to-rejection/;United States;38.0;-97.0;0.0;neutral
refugees or not.;https://www.actionforex.com/contributors/fundamental-analysis/108506-euro-rebounds-on-eu-migration-deal-us-core-pce-price-index-awaited/;Ukraine;49.0;32.0;0.0;neutral
migrants is basically a repetition of what our grandfathers;http://www.rafu.com/2018/06/manzanar-committee-decries-attacks-on-immigrant-children-and-families/;United States;38.0;-97.0;0.0;neutral
refugees are waiting forever for their refugee status reviews,” said NHRCK chair Lee Sung-ho.;http://www.theweek.co.uk/94683/the-other-migrant-crisis-south-korea-cracks-down-on-yemeni-refugees;United States;38.0;-97.0;0.0;neutral
"migrants are simply seeking a better life in the US and are ""driven by the misguided belief that they can ignore the laws of the United States and enter our nation without consequences.""";https://www.i24news.tv/en/news/international/americas/178267-180629-pence-to-central-americans-this-exodus-must-end;Mexico;23.0;-102.0;0.25;positive
migrant centers are to be set up in EU states to process asylum claims under a deal reached after marathon talks at a leaders summit in Brussels, the BBC reports.;http://www.armradio.am/en/2018/06/29/eu-leaders-plan-closed-migrant-centers/;Belgium;50.83;4.0;0.0;neutral
"Refugee status is no longer provided when a person has secured or is able to secure effective national protection – either in the country of origin or another country,"" the spokesman added.";https://www.thestar.com.my/news/nation/2018/06/29/unhcr-chin-refugees-no-longer-need-un-protection-as-myanmars-chin-state-now-stable/;Malaysia;2.5;112.5;0.5;positive
Migrants are seen in a rubber dinghy as they are rescued by Libyan coast guards in the Mediterranean Sea off the coast of Libya.;https://aawsat.com/english/home/article/1315576/around-100-migrants-feared-dead-boat-capsizes-tripoli-coast;Italy;42.83;12.83;0.0;neutral
migrants who are deemed to be eligible for asylum.;http://accesswdun.com/article/2018/6/686754;Norway;62.0;10.0;0.0;neutral
asylum seekers are not allowed to work.;http://www.brusselstimes.com/eu-affairs/11779/european-council-agrees-on-voluntary-solutions-on-migration;Malta;35.83;14.58;0.0;neutral
refugees are just normal people seeking a normal life.;https://boulderjewishnews.org/2018/boulder-mayor-to-attend-saturdays-boulder-rally-for-family-unity-moral-minyan/;United States;38.0;-97.0;0.15;positive
migrants are eligible for asylum, had threatened to be undermined by objections from Italy.;https://www.usatoday.com/story/news/world/2018/06/29/eu-leaders-announce-migration-deal-but-details-patchy/744831002/;Italy;42.83;12.83;0.0;neutral
