sentence;url;place;lat;lon;sentiment_score;sentiment
refugees are living in Turkey, according to;http://humanitariannews.org/20180601/turkey-turkey-safe-haven-syrian-refugee-survivors;Turkey;39.0;35.0;0.0;neutral
migrants are centred in Montreal.;https://ipolitics.ca/2018/06/01/ottawa-to-give-50m-to-quebec-ontario-and-manitoba-for-asylum-seeker-costs/;Canada;60.0;-95.0;0.0;neutral
"refugees must not be penalized for breaking immigration laws in order to enter the country and seek asylum.""";http://rabble.ca/columnists/2018/06/false-promise-trudeaus-welcome-refugees;Germany;51.0;9.0;0.0;neutral
refugees do not come with firewood from their countries, they have destroyed our environment.;http://www.busiweek.com/kadaga-blames-african-leaders-for-worsening-refugee-crisis/;Switzerland;47.0;8.0;0.0;negative
refugee is suing Woolworths for $1.3 million after she slipped on a shallot while distracted by a nearby demonstration for a constipation-aid product.;http://www.dailymail.co.uk/news/article-5794023/Refugee-mum-sues-Woolworths-1-3million-slipped-shallot-distracted.html;Australia;-27.0;133.0;0.0;neutral
refugee leaders are working to bring their communities together.;https://www.newsdeeply.com/refugees/articles/2018/06/01/refugees-and-indigenous-canadians-seek-common-ground-amid-tensions;United States;38.0;-97.0;0.0;neutral
migrants are not always politically engaged.;https://www.cnn.com/2018/06/01/us/how-immigrants-changed-california-politics/;United States;38.0;-97.0;0.0;neutral
migrants would not try to make the sea crossing were they not so desperate.;https://rantt.com/how-the-refugee-crisis-fuels-radical-right-wing-extremism/;Italy;42.83;12.83;-0.6;negative
migrants they are breaking Canada’s immigration laws by illegally crossing the border into Canada.;http://www.intelligencer.ca/2018/05/31/fridays-letters-to-the-editor;Canada;60.0;-95.0;-0.5;negative
migrant children are in government custody without their parents;https://www.nbcnews.com/news/latino/surge-migrant-children-government-shelters-trump-admin-pushes-zero-tolerance-n878601?cid=public-rss_20180601;United States;38.0;-97.0;0.0;neutral
migrants and is now running for Senate after being pardoned by Trump, is dog-whistle messaging to his party’s fringe elements that there is space for them in political discourse.;http://www.arabnews.com/node/1313576/world;Malaysia;2.5;112.5;0.0;neutral
refugees are coming back to the country of their own will … They are the ones who wanted to use Turkey as a transit route to other countries;https://thinkprogress.org/turkey-deport-afghan-refugees-e2decdd9b63b/;Turkey;39.0;35.0;0.158;positive
migrants who are stopped by the Border Patrol or customs officers will be sent directly to a federal court by the United States Marshals Service.;https://www.deseretnews.com/article/900020250/how-keeping-families-intact-is-dividing-america.html;United States;38.0;-97.0;0.0;neutral
refugees are people.;https://www.inc.com/amy-george/ambiens-maker-just-responded-to-roseanne-barr-heres-why-i-would-have-stayed-quiet-instead.html;United States;38.0;-97.0;0.0;neutral
asylum seekers will not be returned to the country where they fear persecution or torture, the well-established international legal principle of non-refoulement.;http://immigrationimpact.com/2018/06/01/asylum-seekers-mexico-safe-third-country/;Mexico;23.0;-102.0;0.1;positive
refugee camps are located in one of the most frequently flooded regions of one of the most flood- and cyclone-prone countries in the world.;http://www.worldbulletin.net/haberler/202654/the-monsoon-season-looms-in-rohingya;Bangladesh;24.0;90.0;0.0;neutral
refugees are sheltering under tarpaulins in Cox’s Bazar after fleeing waves of brutal violence in Myanmar.;https://reliefweb.int/report/bangladesh/finding-safety-together-rohingya-refugees-local-villagers-iom-partners-join-forces;Myanmar;22.0;98.0;-0.875;negative
Refugees (BAMF) is being investigated for wrongdoing, though concrete charges are yet to materialize, and some 18,000 asylum decisions the office made are to be reviewed.;http://www.dw.com/en/germanys-asylum-system-in-numbers/a-44046549;Germany;51.0;9.0;0.15;positive
refugees are coming from.;https://www.thestar.com/opinion/letters_to_the_editors/2018/06/01/your-letters-kudos-and-a-question-for-column-on-muslim-hero.html;Canada;60.0;-95.0;0.0;neutral
refugee is 74,000 Swedish krona (8,384 U.S. dollars) per year, according to a new report published on Thursday.;http://www.xinhuanet.com/english/2018-06/01/c_137221288.htm;Sweden;62.0;15.0;0.136;positive
migrant who is deported by plane must be escorted by two Italian agents, at an estimated cost of €3,000 (£2,600) per migrant.;https://www.amren.com/news/2018/06/italy-vows-to-send-home-undocumented-immigrants/;Lao People's Democratic Republic;18.0;105.0;0.0;neutral
migrants are freed to wait until their cases are heard in the immigration courts.;https://www.houstonchronicle.com/news/houston-texas/houston/article/Trump-moves-to-end-catch-and-release-12383666.php;United States;38.0;-97.0;0.0;neutral
refugees is dwindling.;https://www.newsdeeply.com/refugees/executive-summaries/2018/06/01;Bangladesh;24.0;90.0;0.0;neutral
refugees are processed in accordance with global resettlement criteria which includes the following categories: legal and physical protection needs;https://reliefweb.int/report/turkey/unhcr-turkey-resettlement-factsheet-may-2018;United States;38.0;-97.0;0.05;positive
refugee policy is a classic example of rank electoral opportunism — buying votes with people’s lives.;https://www.greenleft.org.au/content/wins-workers-blows-refugees-alp-victorian-state-conference;Nauru;-0.53;166.92;-0.317;negative
migrant children are dealt with in the United States:;https://www.tdn-net.com/opinion/editorials/42397/editorial-roundup-245;United States;38.0;-97.0;0.0;neutral
migrants are fleeing gang violence, which shouldn’t by itself entitle a migrant to get asylum here.;https://www.sltrib.com/opinion/commentary/2018/06/01/rich-lowry-a-misleading-story-about-lost-children-is-being-used-as-a-hammer-against-trump-immigration-policy/;Mexico;23.0;-102.0;0.0;neutral
migrant children are gang members and that the protections that Congress has passed, that these safeguards are in fact loopholes.;https://www.newsy.com/stories/study-more-immigrants-labeled-gang-members-on-poor-evidence/;United States;38.0;-97.0;0.0;neutral
migrants is hereby suspended.” Although my mother has been a Swedish citizen since the mid-1980’s;http://eltecolote.org/content/en/features/my-mother-missed-my-graduation-thanks-trump/;Sweden;62.0;15.0;0.0;neutral
refugee camps is a big problem;https://finance.yahoo.com/news/100-bold-ideas-improve-women-234752917.html;Ghana;8.0;-2.0;0.0;neutral
asylum seekers are believed to have crossed through Hungary in 2015 to escape military conflicts in the Middle East.;http://bnn-news.com/hungary-seeks-to-criminalise-helping-migrants-185727;Hungary;47.0;20.0;-0.05;negative
migrants is changing, adding that the police have prevented 3,300 illegal entries.;https://www.b92.net/eng/news/region.php?yyyy=2018&mm=06&dd=01&nav_id=104309;Croatia;45.17;15.5;-0.5;negative
"migrant route is being created - ""the mosque route.""";https://www.b92.net/eng/news/region.php?yyyy=2018&mm=06&dd=01&nav_id=104303;Croatia;45.17;15.5;0.0;neutral
migrants are slaughtered by white Americans;http://amsterdamnews.com/news/2018/jun/01/what-donald-trump-really-deserves-xenophobe-year-p/;Mexico;23.0;-102.0;-0.5;negative
refugees is fortifying their shelters.;https://www.thestar.com/news/world/2018/05/31/approaching-monsoon-threatens-rohingya-refugee-camps-in-bangladesh.html;Myanmar;22.0;98.0;0.0;neutral
migrants are increasingly cast either as imported victims ready-made to join the Coalition of the Oppressed or invading “takers;http://www.mininggazette.com/opinion/columns/2018/06/weve-lost-sight-of-plot-in-immigration-debate/;Slovak Republic;48.67;19.5;0.0;neutral
refugees are a threat to Hungary.;https://www.theglobeandmail.com/opinion/article-viktor-orbans-war-on-george-soros-and-hungarys-jews/;Hungary;47.0;20.0;-0.5;negative
migrants are caught up in disasters far from home.;https://gulfnews.com/opinion/thinkers/america-must-not-lose-its-humanity-1.2230159;Nauru;-0.53;166.92;-0.1;negative
Refugees are living at our door steps.;http://www.sacbc.org.za/2018/05/;South Africa;-29.0;24.0;0.0;neutral
refugee is a net loss of over 74,000 Kroner ($8,396) every year they are in Sweden according to a new report from the nation’s Expert Group on Public Economics Studies (ESO).;https://europe.infowars.com/each-refugee-costs-sweden-over-8-000-annually-report/;Sweden;62.0;15.0;-0.045;negative
migrant parents are not reunited with their children after serving their sentence.;https://www.chron.com/neighborhood/news/houston-texas/article/Democrats-and-protesters-rally-against-family-12961160.php;Mexico;23.0;-102.0;0.0;neutral
