sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are a real enemy doing real harm to real people in Germany.;http://freerepublic.com/focus/f-chat/3663879/posts;Germany;51.0;9.0;0.2;positive
refugees are still residing in neighbouring United Republic of Tanzania, Rwanda, Uganda and the Democratic Republic of the Congo, while about 169 000 people are internally displaced.;https://reliefweb.int/report/burundi/giews-country-brief-burundi-11-june-2018;Congo, The Democratic Republic of the;0.0;25.0;0.0;neutral
asylum seekers who are trying to legally enter the U.S.;https://www.timesrecordnews.com/story/news/texasregion/2018/06/17/live-separation-immigrant-families-draws-lawmakers-advocates-texas-border/706744002/;United States;38.0;-97.0;0.2;positive
migrant children are being held in a tent city detention facility.;https://www.nbcnews.com/politics/immigration/first-lady-melania-trump-makes-statement-family-separations-protests-grow-n884081?cid=public-rss_20180617;United States;38.0;-97.0;0.0;neutral
refugees — are fiercely disputed.;http://www.khaosodenglish.com/news/international/2018/06/17/disputed-immigration-policies-are-top-threat-to-eu-unity/;Malta;35.83;14.58;0.0;neutral
migrants who are rescued at sea.;http://www.trurodaily.com/news/regional/spain-saves-933-migrants-waits-for-another-630-on-aquarius-219105/;Italy;42.83;12.83;0.0;neutral
migrants are expected to land in Valencia between 6am (0400 GMT) and 12pm (1000 GMT) on Sunday.;https://www.zerohedge.com/news/2018-06-16/hypocritical-france-caves-agrees-take-shipwrecked-migrants-after-macron-spat-italy;Spain;40.0;-4.0;-0.1;negative
refugees are facing a tough time during the Monsoon season and at least a dozen people have been killed in landslides and related incidents;https://news.biharprabha.com/2018/06/south-asia-focus-weekly-program-jun-17-2018/;Nepal;28.0;84.0;-0.222;negative
"migrants are coming,"" Jacobson says.";http://kansaspublicradio.org/npr-news/former-us-ambassador-mexico-calls-trumps-immigration-policies-un-american;United States;38.0;-97.0;0.0;neutral
migrants are gathered at border crossings each day to seek asylum.;http://www.whec.com/national/erosion-of-immigrant-protections-began-with-trump-inaugural/4953223/?cat=10036;Mexico;23.0;-102.0;0.0;neutral
migrants is “a European challenge that requires a European answer.”;http://www.freemalaysiatoday.com/category/world/2018/06/17/merkel-seeks-macrons-help-as-asylum-crisis-threatens-eu-unity/;Germany;51.0;9.0;0.0;neutral
migrants are expected to arrive at Spain's eastern port of Valencia on Sunday.;https://mainichi.jp/english/articles/20180617/p2g/00m/0in/060000c;Spain;40.0;-4.0;-0.1;negative
migrants are from 26 countries, including Bangladesh, according to Doctors Without Borders;https://www.dhakatribune.com/world/europe/2018/06/17/aquarius-ship-migrants-finally-reach-land-in-spain-after-week-long-odyssey;Bangladesh;24.0;90.0;0.0;neutral
refugees are upheld.;https://www.rnews.co.za/article/new-pe-refugee-reception-office-to-start-operations-in-october;Bangladesh;24.0;90.0;0.0;neutral
"migrant families are beating our spirits down as we watch the most vulnerable migrants barely clinging to life,"" Mayer said.";http://www.ucc.org/news_migrant_families_at_border_have_nowhere_to_go_06152018;United States;38.0;-97.0;-0.026;negative
migrants are expected to arrive in Spain's eastern port of Valencia on Sunday.;https://www.fox25boston.com/news/the-latest-italy-blocks-german-migrant-rescue-boats/771092408;Spain;40.0;-4.0;-0.1;negative
migrant children are being kept are “essentially summer camps.”;http://themoderatevoice.com/an-un-american-tragedy-at-our-southern-border/;United States;38.0;-97.0;0.0;neutral
refugees are welcome in that country.;https://thinkprogress.org/migrants-finally-land-in-spain-after-other-ports-turned-them-away-4c4246345a39/;Italy;42.83;12.83;0.8;positive
migrants are no more apt than other Ohioans to commit crimes and may even be less likely to do so.;https://www.cleveland.com/metro/index.ssf/2018/06/immigrant_crime_rates_are_low.html;Mexico;23.0;-102.0;0.012;positive
asylum seekers who are perfectly within the law, has compelled Trump and his administration’s defenders to lie to the nation and the world with their bare faces hanging out.;https://www.alternet.org/fathers-day-under-trump-grotesque-exercise-destruction-families;Germany;51.0;9.0;0.525;positive
refugee flows is that in many instances powerful countries now called on to host refugees have contributed directly or indirectly with the support of arms or financing to fighting groups leading to instability in refugee-generating countries.;http://www.dailynews.lk/2018/06/18/features/154221/failure-protect;Iraq;33.0;44.0;0.3;positive
migrants who are arrested and separated from their children at the U.S.-Mexico border, is at the heart of the Trump administration's new policy toward immigrant families.;http://www.wfmz.com/news/cnn-national/immigrant-parents-get-pamphlet-before-being-separated-from-children/754479805;United States;38.0;-97.0;0.136;positive
migrant families is long but it is not.There is also more concern as the current administration is severely narrowing the grounds for granting asylum for protection.Just last week US Attorney General Jeff Sessions said domestic violence victims do not qualify for asylum.;http://abc7ny.com/society/lawmakers-pay-surprise-visit-to-ice-center-on-fathers-day/3613972/;United States;38.0;-97.0;0.083;positive
migrants are off the Italian vessel.;https://www.msn.com/en-us/news/world/boat-migrants-rocked-by-eu-political-storm-start-to-arrive-in-spain/ar-AAyJMa0;Spain;40.0;-4.0;0.0;neutral
refugees are languishing in Bangladeshi refugee camps, after fleeing a brutal army campaign launched in August last year.;https://www.business-standard.com/article/news-ani/un-world-bank-chiefs-to-visit-rohingya-camps-118061700070_1.html;Bangladesh;24.0;90.0;-0.438;negative
migrants is central to Catholic teaching.;https://cruxnow.com/church-in-the-usa/2018/06/17/bannon-pushes-back-against-bishops-over-criticism-of-immigration-policy/;United States;38.0;-97.0;0.0;neutral
asylum seekers is no solution, while potentially violating binding EU rules and being just plain cruel.;https://human-wrongs-watch.net/2018/06/17/italys-dangerous-direction-on-migration-2/;Germany;51.0;9.0;-0.405;negative
refugees are safe while in the care of the U.N.H.C.R.;http://slinkingtowardretirement.com/?p=288858;Turkey;39.0;35.0;0.5;positive
migrants are still not getting past the bridge blockade.;http://www.informationclearinghouse.info/49660.htm;Mexico;23.0;-102.0;-0.25;negative
migrant children are in the custody of the Department of Health and Human Services, up from 9,000 at the beginning of May.;https://www.denverpost.com/2018/06/17/immigrant-children-shelter-conditions/;Mexico;23.0;-102.0;0.0;neutral
migrants are claiming asylum at border entry points.;http://freebeacon.com/national-security/trump-dhs-officials-punt-family-separation-immigration-policy-congress/;Honduras;15.0;-86.5;0.0;neutral
refugees are as the U.S. turns its back against them.;https://www.christianpost.com/news/why-are-2-of-3-white-evangelicals-opposed-helping-refugees-world-relief-director-matthew-soerens-225044/;Vietnam;16.0;106.0;0.0;neutral
refugees – are fiercely disputed.;https://www.scotsman.com/news/world/forget-brexit-the-migrant-crisis-is-europe-s-big-challenge-1-4755720;Italy;42.83;12.83;0.0;neutral
migrant women are running for Congress in the state of Minnesota.;http://www.startribune.com/dfl-meets-sunday-to-endorse-candidate-for-ellison-s-congressional-seat/485770022/;United States;38.0;-97.0;0.0;neutral
migrants are expected to arrive in Spain’s eastern port of Valencia on Sunday.;https://wtop.com/europe/2018/06/the-latest-france-offers-to-take-some-aquarius-migrants/;Spain;40.0;-4.0;-0.1;negative
migrants are supposed to apply for asylum in the member-state they enter, placing a massive burden on Italy and Greece, where hundreds of thousands of asylum-seekers have arrived in recent years.;http://www.breitbart.com/london/2018/06/17/nearly-70-per-cent-of-italians-back-salvinis-stand-again-eu-on-migrant-ship/;Italy;42.83;12.83;0.0;neutral
refugees are languishing in Bangladeshi refugee camps, after fleeing a brutal Myanmar army campaign launched in August last year.;http://www.sify.com/news/un-world-bank-chiefs-to-visit-rohingya-camps-news-international-sgrjOCggabhbe.html;Myanmar;22.0;98.0;-0.438;negative
migrant policy, is trying to set up a meeting of some EU states to discuss the issue before a leaders summit on June 28-29, a German newspaper reported on Sunday.;https://hotair.com/archives/2018/06/17/angela-merkel-scrambling-avoid-eu-meltdown/;Ukraine;49.0;32.0;0.0;neutral
refugee camp is not… Italy is done bowing its head and obeying.;https://www.strategic-culture.org/news/2018/06/17/italy-wins-first-showdown-over-migrants.html;Italy;42.83;12.83;0.0;neutral
refugees is pitting some within the leader's ranks against her.;http://www.newser.com/story/260730/infighting-over-immigration-threatens-germanys-merkel.html;United States;38.0;-97.0;0.0;neutral
migrants and are in effect in league with traffickers.;https://www.voanews.com/a/merkel-s-coalition-government-teeters-as-migration-disputes-fray-eu/4442439.html;France;46.0;2.0;0.0;neutral
migrants are dead following a chase involving Border Patrol agents in Big Wells;http://abc7news.com/5-undocumented-immigrants-killed-in-chase-near-san-antonio/3613736/;Mexico;23.0;-102.0;-0.067;negative
asylum seekers are taken into custody by U.S. Border Patrol agents on June 12, 2018 near McAllen, Texas.;https://www.aol.com/article/news/2018/06/16/gop-fears-midterms-backlash-from-breaking-up-families-at-the-border/23460784/;United States;38.0;-97.0;0.1;positive
