sentence;url;place;lat;lon;sentiment_score;sentiment
migrants will not be accepted in the ports any more.;https://www.channelnewsasia.com/news/world/merkel-faces-conservative-rebellion-over-german-migration-policy-10424992;Germany;51.0;9.0;0.5;positive
migrant ship is waiting for Italy’s Coast Guard, which still has ownership over this rescue operation, to let it start what could be a 72 hour navigation in sweltering heat.;https://www.msn.com/en-us/news/world/italy-e2-80-99s-trump-like-new-government-blocks-a-migrant-ship/ar-AAywUmC;Italy;42.83;12.83;0.0;neutral
migrants are being split between three ships for a trip to Spain in bad weather, after Italy’s new government used their plight to pressure Europe to revisit its migration policy.;https://www.breakingnews.ie/world/migrants-transferred-to-italian-ships-to-be-taken-to-spain-848302.html;Italy;42.83;12.83;-0.282;negative
refugee camps are at risk of death or injury from monsoon rains, officials and relief agencies have said.;http://saudigazette.com.sa/article/536835/World/Asia/Landslides-kill-12-as-monsoon-batters-Rohingya-refugees;Bangladesh;24.0;90.0;0.0;neutral
migrant ship is also meant to push European Union leaders to address the bloc's migration policies later this month at an EU summit.;https://www.yorkregion.com/news-story/8666169-migrants-transferred-to-italian-ships-for-trip-to-spain/;Malta;35.83;14.58;0.0;neutral
migrants are crossing the Black Sea, she reports, or taking the Western Mediterranean route — from Morocco and Algeria, bound for Spain.;http://kansaspublicradio.org/npr-news/migrant-ship-italian-support-will-make-dayslong-journey-spain;Morocco;32.0;-5.0;-0.083;negative
migrants are from Central America, but many are refugees from Haiti, one of the nations that Trump branded a “shithole country.” He also placed nations on the African continent in that category.;https://atlantadailyworld.com/2018/06/12/mexico-is-more-welcoming-to-haitian-immigrants-than-the-us/;Central African Republic;7.0;21.0;0.167;positive
asylum seekers are granted permanent entry into the United States.;https://gulfnews.com/news/americas/usa/us-attorney-general-sessions-shrinks-paths-to-asylum-1.2235688;United States;38.0;-97.0;0.0;neutral
Refugees International is dismayed by the Italian government’s refusal to allow the SOS Mediteranée and Médecins Sans Frontières (MSF) ship, the Aquarius, to disembark in Italy.;http://humanitariannews.org/20180612/world-europe-must-stop-putting-politics-above-human-lives;Italy;42.83;12.83;0.0;neutral
migrants are 'ready' to commit crime in Italy;https://www.thenational.ae/world/europe/closed-ports-represent-italian-populists-isolation-over-outreach-as-migrant-aid-ship-still-in-limbo-1.739408;Italy;42.83;12.83;0.2;positive
migrants are found in their jurisdiction and his wish soon became their command.;http://www.ifp.co.in/page/items/49832/walking-a-political-tightrope/;British Indian Ocean Territory;-6.0;71.5;0.0;neutral
migrant ship is also meant to push European Union leaders to address the bloc’s migration policies later this month at an EU summit.;https://www.pressandjournal.co.uk/news/world/1496179/italy-sends-two-ships-to-help-take-rejected-migrants-to-spain/;Italy;42.83;12.83;0.0;neutral
refugee child is seen in Kutupalong refugee camp in Cox's Bazaar, Bangladesh, March 26, 2018.;https://www.swissinfo.ch/eng/reuters/rohingya-refugees-fish-in-troubled-waters-to-earn-living-in-bangladesh/44184322;Bangladesh;24.0;90.0;0.0;neutral
