sentence;url;place;lat;lon;sentiment_score;sentiment
Migrants are part of the solution and diversity is an advantage.;https://www.limerickleader.ie/news/home/317611/belonging-to-limerick-policy-is-to-welcome-migrants-as-part-of-the-solution.html;Ireland;53.0;-8.0;0.0;neutral
refugees and are now full citizens, is the legitimate expression of the self-determination of an oppressed indigenous, Middle Eastern people.;http://jewishrefugees.blogspot.com/2018/06/how-italian-ambassador-saved-libyas.html;Iraq;33.0;44.0;0.175;positive
migrants not allowed to dock in Italy or Malta;https://www.independent.ie/world-news/rescue-ship-carrying-629-migrants-not-allowed-to-dock-in-italy-or-malta-36995710.html;Italy;42.83;12.83;0.0;neutral
asylum seekers (there are about 3000 per year) it is primarily workers, either EU citizens or others with visas sought for them by employers.;http://www.thepropertypin.com/./viewtopic.php?f=4&p=934107;United Kingdom;54.0;-2.0;0.4;positive
refugees are located.;http://tns.thenews.com.pk/devolution-power-ajk/;Pakistan;30.0;70.0;0.0;neutral
refugees are staying in Beldagi of Damak and Pathari of Sanishchare in make-shift huts.;http://myrepublica.nagariknetwork.com/news/durable-cottages-being-built-against-refugee-and-local-s-wishes/;Australia;-27.0;133.0;0.0;neutral
Refugee Initiative is fully Sharia [Islamic law] compliant and is backed by a total of five fatwas issued by leading Muslim scholars and institutions;http://www.jordantimes.com/news/local/1m-raised-unhcr-zakat-refugee-initiative-syrians-jordan-lebanon;Egypt;27.0;30.0;0.0;neutral
migrants are being detained in the Rio Grande Valley, records show.;http://www.startribune.com/frantic-parents-separated-from-kids-fill-courts-on-the-border/485069461/;Mexico;23.0;-102.0;0.0;neutral
Refugee camp is here.;https://www.sbs.com.au/news/in-a-world-first-refugee-camp-hosts-tedx-event;Australia;-27.0;133.0;0.0;neutral
migrants are now charged in federal criminal court with illegally entering the country, a misdemeanor, before their cases proceed to administrative immigration court.;https://www.sfgate.com/nation/article/Immigrant-in-Texas-commits-suicide-after-12982836.php;Mexico;23.0;-102.0;-0.45;negative
migrants who are in the country illegally without regard to circumstance, or even due process.;https://www.pressherald.com/2018/06/10/our-view-inhumane-border-policy-rejects-american-values/;United States;38.0;-97.0;-0.312;negative
refugees who are saying that, “We were the good refugees and these new people from different countries are the bad refugees.” And I think that’s simply untrue.;https://www.opb.org/news/article/npr-viet-thanh-nguyen-says-the-us-could-lose-its-soul-with-migrant-family-separations/;Vietnam;16.0;106.0;0.027;positive
refugees are engaged in labour the current context: Cash for Work programming;https://www.humanitarianresponse.info/en/operations/bangladesh/document/harmonization-semi-skilled-and-skilled-refugee-volunteer-incentive;Bangladesh;24.0;90.0;0.0;neutral
refugees who are here for the last 70 years, was conveniently turning a blind eye to the settlement of Rohingyas.”;http://indianexpress.com/article/india/no-decision-to-be-taken-which-may-undermine-morale-of-security-forces-in-j-k-mos-jitendra-singh-5212072/;India;20.0;77.0;-0.25;negative
refugees is quietly going ahead.;https://www.aljazeera.com/indepth/features/refugee-journey-manus-180609115203645.html;United States;38.0;-97.0;0.0;neutral
"refugee camp is not,"" Italy's Interior Minister Matteo Salvini said on Facebook on Monday.";https://www.msn.com/en-us/news/world/migrant-rescue-boat-waits-to-dock-after-italy-threatens-to-close-ports/ar-AAytzgf;Italy;42.83;12.83;0.0;neutral
refugee is scared in his Palmerston North neighbourhood, which has become a hotspot for thieves.;https://www.stuff.co.nz/national/crime/104475784/refugees-palmerston-north-home-broken-into-10-times-in-one-year;New Zealand;-41.0;174.0;0.0;neutral
"refugees who are saying that, ""We were the good refugees and these new people from different countries are the bad refugees.""";http://www.capradio.org/news/npr/story?storyid=618496790;Vietnam;16.0;106.0;0.034;positive
refugees again is a source of ongoing tension.;https://www.workersliberty.org/story/2018-06-06/yarmouk-refugee-death-camp;Israel;31.5;34.75;0.0;neutral
Refugee community is at its narrowest, the net add is a lot easier to absorb, it actually produces a measurable net positive gain.;https://www.the-star.co.ke/news/2018/06/11/a-visit-to-kakuma_c1770703;South Sudan;15.0;30.0;0.057;positive
refugee camps are extremely vulnerable to the flash flooding and mud landslides triggered by the on-going monsoon season, which typically lasts until October and could put 200,000 lives at risk.;https://scandasia.com/more-eu-aid-for-rohingya/;Bangladesh;24.0;90.0;-0.333;negative
migrants are commonly held in, he soon began violently shaking the fencing and prompted Border Patrol agents to transfer him to a local jail.;https://www.msn.com/en-us/news/politics/a-migrant-father-separated-from-his-wife-and-child-at-the-us-mexico-border-had-a-breakdown-at-a-texas-jail-and-took-his-own-life/ar-AAyr7mZ;United States;38.0;-97.0;-0.3;negative
migrants are getting arrested intentionally so that they’re able to enter the country and await their paperwork.;https://sputniknews.com/analysis/201806101065291239-migrants-border-canada-asylum-government/;Canada;60.0;-95.0;0.5;positive
migrants are held, tortured, and killed, according to the United Nations.;http://www.jordantimes.com/news/region/landmark-un-libya-trafficking-sanctions-need-tough-follow-%E2%80%94-experts;Germany;51.0;9.0;-0.2;negative
Migrants are not looking for “five-star” lodging, once accosted safely they need protection and aid in norms with these countries’ human, egalitarian and fraternal values.;https://thearabdailynews.com/2018/06/10/migrants-asking-for-protection-aid-not-five-star-lodging/;Turkey;39.0;35.0;0.25;positive
"refugees are coming their way, but frankly most of them are in countries like Kenya and yet they're invisible,"" she told Al Jazeera.";https://www.news24.com/Africa/News/kenya-hosts-first-ever-tedx-event-at-refugee-camp-20180609;Kenya;1.0;38.0;0.5;positive
refugee camps is a direct consequence of the delay in finding a lasting solution to the conflict in Western Sahara.;https://www.spsrasd.info/news/en/articles/2018/06/09/15864.html;South Africa;-29.0;24.0;0.033;positive
migrants who are refused humanitarian protection will be shut into closed encampments.;https://www.thenewfederalist.eu/this-week-in-europe-spain-changes-governments-afd-leader-s-clothes-stolen;Tunisia;34.0;9.0;-0.1;negative
asylum seekers are under.;https://crosscut.com/2018/06/hundreds-turn-out-support-detained-mothers-not-who-america;Honduras;15.0;-86.5;0.0;neutral
refugee camp is not.;https://www.yahoo.com/news/malta-cant-look-other-way-migrants-italys-salvini-201919018.html;Italy;42.83;12.83;0.0;neutral
refugee camps are pregnant, according to the Bangladeshi Health Ministry, in the aftermath of gang rapes by Burma’s military.;https://www.thestar.com/opinion/letters_to_the_editors/2018/06/10/g7-leaders-must-take-action-on-burma.html;Myanmar;22.0;98.0;0.117;positive
asylum seekers are often not deported.;https://www.theepochtimes.com/european-leaders-mull-setting-up-asylum-camps-outside-the-eu_2556454.html;Afghanistan;33.0;65.0;0.0;neutral
refugees who are here for the last 70 years, was conveniently turning a blind eye to the settlement of Rohingyas.;https://timesofindia.indiatimes.com/india/no-decision-to-be-taken-which-may-undermine-morale-of-security-forces-in-jammu-kashmir-mos/articleshow/64532223.cms;British Indian Ocean Territory;-6.0;71.5;-0.25;negative
refugee who is now a settlement worker.;http://www.burnabynow.com/news/burnaby-library-celebrates-world-refugee-day-1.23331262;Syria;35.0;38.0;0.0;neutral
migrants are prosecuted every day for crossing the border illegally in the McAllen federal court and public defenders say it’s overwhelming their office.;https://www.expressnews.com/news/houston-texas/texas/article/New-zero-tolerance-policy-overwhelms-South-12981190.php;United States;38.0;-97.0;0.0;neutral
Migrants are seen less as human beings than as so much flotsam and jetsam to be swept away from Europe’s beaches;https://www.theguardian.com/commentisfree/2018/jun/10/sunday-essay-how-we-colluded-in-fortress-europe-immigration;Malta;35.83;14.58;0.011;positive
"refugees who are here for the last 70 years, was conveniently turning a blind eye to the settlement of Rohingyas.""";https://www.business-standard.com/article/pti-stories/no-decision-to-be-taken-which-may-undermine-morale-of-security-forces-in-j-k-mos-118061000633_1.html;India;20.0;77.0;-0.25;negative
