sentence;url;place;lat;lon;sentiment_score;sentiment
refugees are returning to their home country for the Ramadan holiday after the Turkish army liberated terrorist hotbeds near the border.;https://www.albawaba.com/editorchoice/thousands-refugees-return-home-syria-turkey-ramadan-holiday-1143166;Turkey;39.0;35.0;0.1;positive
"refugees who are saying that, ""We were the good refugees and these new people from different countries are the bad refugees.""";https://www.wfdd.org/story/viet-thanh-nguyen-says-us-could-lose-its-soul-migrant-family-separations;Vietnam;16.0;106.0;0.034;positive
refugee crisis is to facilitate their return and economic empowerment in their home country of Syria, however.;http://english.ahram.org.eg/NewsContent/2/8/302058/World/Region/Syrian-refugees-The-necessity-of-return.aspx;Syria;35.0;38.0;0.2;positive
refugees could not carry on their backs: homes farms businesses lands property tools furniture.;http://www.thetelegram.com/opinion/letter-to-the-editor/letter-humanitys-future-depends-on-respect-for-human-rights-216971/;Israel;31.5;34.75;0.0;neutral
migrants are core constituencies of our unions and we need to speak up for them,” he said.;https://www.peoplesworld.org/article/as-republicans-resist-labor-tackles-comprehensive-immigration-reform/;United States;38.0;-97.0;0.0;neutral
refugees are increasingly making Lithuania their home, though the actual number of those who have been granted asylum is classified.;http://www.dw.com/en/russian-dissidents-find-refuge-in-lithuania/a-44097419;Lithuania;56.0;24.0;0.0;neutral
refugees is now a major concern for Europeans, a concern to which Russia should respond.;https://www.ncr-iran.org/en/news/terrorism-fundamentalism/24871-iranian-regime-s-strategic-depth-showing-signs-of-collapse;Russian Federation;60.0;100.0;0.062;positive
migrants who are now facing prosecution after being caught while crossing the border, according to Reuters.;http://www.breitbart.com/border/2018/06/07/ag-sessions-adds-1600-cells-for-border-zero-tolerance-policies/;United States;38.0;-97.0;0.0;neutral
asylum seekers are generally first sent to a detention center where the association;http://www.taipeitimes.com/News/editorials/archives/2018/06/10/2003694616;Taiwan;23.5;121.0;0.075;positive
refugee population is happy with the announcement but want the fight for their citizenship rights to be continued.;http://news.statetimes.in/compensation-is-fine-but-what-about-citizenship-rights-wprs/;India;20.0;77.0;0.8;positive
refugees are a recurring topic in Lebanon's political debate, but Bassil has taken a hard line and been the only leading politician directly attacking the UN.;http://www.dailymail.co.uk/wires/afp/article-5821605/Lebanon-blocks-UNHCR-residency-permits-Syria-refugee-spat.html;Lebanon;33.83;35.83;-0.048;negative
refugee camp is located in the Al-Tanf district in Homs province and surrounded by opposition militants.;https://sputniknews.com/middleeast/201806091065259504-rukban-refugees-flee-to-damascus/;Russia;60.0;100.0;0.0;neutral
migrant children are housed.;https://www.cnn.com/2018/06/09/opinions/jeff-sessions-hugh-hewitt-migrant-families-opinion-reyes/;United States;38.0;-97.0;0.0;neutral
migrants are embarking on the dangerous crossing;http://www.independent.com.mt/articles/2018-06-09/local-news/UNCHR-Italy-welcomes-new-government-s-effort-to-remain-key-actor-in-international-protection-6736191363;Italy;42.83;12.83;-0.6;negative
refugees must not be objects for political bargaining,” she emphasised.;https://reliefweb.int/report/turkey/refugees-must-not-be-tool-political-pressure-turkey-says-rapporteur;Syria;35.0;38.0;0.0;neutral
migrants is coming to an end,” indicating harsher measures against those seeking a better life in Italy.;https://thearabweekly.com/eu-migration-policy-limbo-italys-new-government-vows-radical-change;Italy;42.83;12.83;0.5;positive
