sentence;url;place;lat;lon;sentiment_score;sentiment
"migrants are to be kept in so-called ""anchor centres"" for up to 18 months while their requests are processed.";https://www.bbc.co.uk/news/world-us-canada-44525628;Mexico;23.0;-102.0;0.0;neutral
migrants who are in Spain after their rescue boat was rejected by other European governments are requesting to be granted asylum in France, a top Spanish official has said.;https://www.belfasttelegraph.co.uk/news/world-news/rescued-migrants-in-spain-seeking-french-asylum-37022155.html;France;46.0;2.0;0.094;positive
"refugees are treated the world over.""";https://economictimes.indiatimes.com/news/international/world-news/the-latest-white-house-rejects-narrow-fix-for-border-crisis/articleshow/64641093.cms;Mexico;23.0;-102.0;0.0;neutral
migrants are housed after a 24-year-old migrant from Morocco was killed in a fight on Saturday.;https://www.channelnewsasia.com/news/world/bosnian-police-prevent-hundreds-of-migrants-from-entering-croatia-10444254;Morocco;32.0;-5.0;-0.2;negative
migrants who are charged with other serious crimes if they have crossed the border with a child.”;https://www.centralmaine.com/2018/06/18/protests-over-trumps-border-policies-escalating/;United States;38.0;-97.0;-0.229;negative
migrant children are being housed have reportedly been told not to pick them up, touch them, or comfort them.;https://www.vox.com/policy-and-politics/2018/6/18/17474516/laura-bush-op-ed-family-separation;Honduras;15.0;-86.5;0.0;neutral
asylum seekers who are already registered in other EU countries.;https://www.conservativehome.com/thetorydiary/2018/06/damaged-by-last-years-election-facing-resignation-threats-playing-for-time-we-refer-of-course-to-merkel.html;Germany;51.0;9.0;-0.125;negative
migrants that are coming, the majority are women and children who are coming, and they are fleeing horrible condition all around, horrible violence, gangs, also horrible economic conditions.;https://www.cfr.org/event/immigration-debate;Honduras;15.0;-86.5;-0.7;negative
migrants are being kept behind metal wire — the type you’d see on a neighborhood batting cage or a dog kennel — inside the country’s largest immigration processing center.;https://www.nbcnews.com/news/us-news/mcallen-texas-immigration-processing-center-largest-u-s-n884126?cid=public-rss_20180618;United States;38.0;-97.0;-0.25;negative
"Migrant families are referred to as ""family units"" by Customs and Border Protection employees.";https://www.timesrecordnews.com/story/news/texasregion/2018/06/17/immigration-family-separation-us-mexico-border-protest/705068002/;United States;38.0;-97.0;0.0;neutral
refugees are categorized as at risk from flooding and landslides, with around 24,000 of those considered at high risk.;https://www.oxfam.org/en/pressroom/pressreleases/2018-06-19/rohingya-refugees-unprepared-monsoon-rains-flooding-and;Bangladesh;24.0;90.0;0.16;positive
refugees are testing borders;https://www.msn.com/en-us/finance/markets/merkel-accepts-coalition-deadline-to-win-eu-migration-deal/ar-AAyO0jY;Germany;51.0;9.0;0.0;neutral
"migrants are increasing,"" he said, explaining that international law clearly differentiates between ""genuine asylum seekers"" escaping war, and those looking for a better life.";https://www.maltatoday.com.mt/news/national/87652/maltas_position_on_migration_is_clear_and_consistent_prime_minister_insists;Oman;21.0;57.0;0.25;positive
migrant children are attending our schools in 43 schools in Serbia, the Prime Minister said.;https://www.b92.net/eng/news/politics.php?yyyy=2018&mm=06&dd=18&nav_id=104418;Serbia;44.0;21.0;0.0;neutral
refugees not only from Chechnya, but also from Ingushetia and Dagestan.;https://moc.media/en/2331;Germany;51.0;9.0;0.0;neutral
refugees are detained in Canada only as a last resort and new measures will soon be rolled out to offer alternatives to detaining migrants.;https://globalnews.ca/news/4281734/trudeau-politics-us-trump-immigration-families/;Canada;60.0;-95.0;0.045;positive
refugees are under threat from flooding due to monsoon rains.”;http://tribune.net.ph/index.php/2018/06/18/monsoon-floods-rohingya-refugees-camps-in-bangladesh/;Bangladesh;24.0;90.0;-0.125;negative
migrants are crossing the border for that reason.;https://www.wate.com/news/local-news/east-tennesseans-debate-zero-tolerance-immigration-policy/1247300392;United States;38.0;-97.0;0.0;neutral
migrants are taking jobs from U.S. citizens,” she said.;https://www.mercurynews.com/2018/06/18/bay-area-strongly-backs-daca-but-still-has-reservations-about-undocumented-immigrants-poll-finds/;United States;38.0;-97.0;0.0;neutral
migrants are gathered at border crossings each day to seek asylum.;http://www.witf.org/news/2018/06/protections-for-immigrants-erode-under-trump-since-inaugural.php;Mexico;23.0;-102.0;0.0;neutral
migrant children are being treated.;https://www.firstpost.com/world/trump-says-he-will-not-let-u-s-become-migrant-camp-4537741.html;Mexico;23.0;-102.0;0.0;neutral
refugees are detained only as a last resort in Canada and new measures will soon be rolled out to offer alternatives to detaining immigrants, says Canada's Public Safety Minister Ralph Goodale.;https://www.brandonsun.com/national/breaking-news/trudeau-says-he-wont-play-politics-on-us-migrant-children-policy-485846971.html;Canada;60.0;-95.0;0.034;positive
migrant families are kept when they are nabbed trying to enter the United States illegally — one in a series of 30-by-30-foot fenced-in “pods,” or cages, each able to hold 20 to 30 people.;https://www.azcentral.com/story/news/politics/2018/06/17/immigration-lawmakers-visit-detention-center-near-u-s-mexico-border/708840002/;United States;38.0;-97.0;0.0;neutral
