sentence;url;place;lat;lon;sentiment_score;sentiment
migrant children are being routinely and forcibly given a range of psychotropic drugs at U.S. government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;https://www.nbcnews.com/health/kids-health/u-s-centers-force-migrant-children-take-drugs-lawsuit-n885386?cid=public-rss_20180623;United States;38.0;-97.0;0.5;positive
migrant children are soon sent to be housed on military bases.;https://www.yahoo.com/news/u-military-may-house-immigrant-children-trump-policy-013019408.html;Mexico;23.0;-102.0;-0.1;negative
migrant families are still awaiting details from the administration on how parents and children are to be reunited.;http://www.fox5ny.com/news/immigrant-families-reunions;United States;38.0;-97.0;0.0;neutral
migrants are fleeing are minimal to nonexistent.;http://freerepublic.com/focus/f-bloggers/3665448/posts;United States;38.0;-97.0;-0.1;negative
refugees are new high rises towering above the city.;http://www.coloradoindependent.com/170815/democrats-coffman-tillemann-crow-cd6-primary;United States;38.0;-97.0;0.099;positive
Refugee Day is an international event recognizing the plight of refugees.;https://www.wthr.com/article/indianapolis-celebrates-world-refugee-day;Mexico;23.0;-102.0;0.0;neutral
migrants are more likely to get into trouble than locals, but this is mostly because they are more likely to be young and male.;https://www.economist.com/the-world-if/2017/07/13/a-world-of-free-movement-would-be-78-trillion-richer;United Kingdom;54.0;-2.0;0.175;positive
migrants not entitled to asylum, they should be returned directly to their country of origin and not via other countries, Macron added.;https://www.thelocal.fr/20180623/macron-backs-sanctions-on-eu-states-that-refuse-migrants;Italy;42.83;12.83;-0.012;negative
refugees who are in great need of assistance,” Islamic Relief USA President Anwar Khan said in a statement published in January of 2018.;http://dailycaller.com/2018/06/23/report-taxpayers-money-islamic-charity-terrorist-groups/;United Arab Emirates;24.0;54.0;0.8;positive
asylum seekers were not separated from their families and the Trump zero tolerance policy in which adult asylum seekers are criminalized and their children are taken from them.;http://www.star-telegram.com/news/local/community/dallas/article213675334.html;Mexico;23.0;-102.0;0.1;positive
migrants are deported from the detention centers in the US in handcuffs and put on planes.;http://www.dw.com/en/us-navy-plans-austere-migrant-tent-camps-report/a-44359440;Mexico;23.0;-102.0;0.0;neutral
