sentence;url;place;lat;lon;sentiment_score;sentiment
migrant children are being routinely and forcibly given a range of psychotropic drugs at U.S. government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;https://www.nbcnews.com/health/kids-health/u-s-centers-force-migrant-children-take-drugs-lawsuit-n885386?cid=public-rss_20180626;United States;38.0;-97.0;0.5;positive
migrants are crossing the border illegally.;https://www.rawstory.com/2018/06/despicable-cnns-ana-navarro-schools-conservative-trumpster-reason-immigrants-come-us/;Mexico;23.0;-102.0;-0.5;negative
migrants is no exception.;https://ipolitics.ca/2018/06/26/canadas-asylum-system-plagued-with-systemic-problems-independent-review/;Canada;60.0;-95.0;0.0;neutral
migrants who are on business (B-1) visas, tourist (B-2) visas, and business/tourist (B-1/B-2) visas.;https://www.kxly.com/news/politics/national-politics/if-youre-coming-to-the-us-this-is-how-the-travel-ban-could-affect-you/759125641;United States;38.0;-97.0;0.0;neutral
migrants and is stuck in international waters in the Mediterranean.;http://news.trust.org/item/20180625085316-73b61/;Germany;51.0;9.0;0.0;neutral
migrants is OK,” Omar Jadwat, an ACLU lawyer, said in an email.;https://www.bloomberg.com/news/articles/2018-06-26/after-trump-s-travel-ban-win-a-new-fight-over-child-separations;United States;38.0;-97.0;0.5;positive
"asylum seekers is a cruel effort to stigmatize, terrify and push away traumatized people, many of whom have already given up everything to flee desperate circumstances in their home countries.""";http://www.refworld.org/docid/5b323294a.html;Mexico;23.0;-102.0;-0.367;negative
migrant children are living in New York facilities and how many children have been reunited with family.;https://nypost.com/2018/06/26/hhs-secretary-says-separated-migrant-kids-can-be-found-within-seconds/;United States;38.0;-97.0;0.318;positive
Migrants are seen on the deck of the Mission Lifeline rescue boat in the central Mediterranean Sea, June 21, 2018.;https://ca.reuters.com/article/topNews/idCAKBN1JM0LB-OCATP;Germany;51.0;9.0;0.0;neutral
migrant parents not facing U.S. prosecution for now;https://www.thenews.com.pk/latest/334002-illegal-immigrant-parents-not-facing-us-prosecution-for-now;Mexico;23.0;-102.0;0.0;neutral
migrants are committing no moral wrong.;http://www.theamericanconservative.com/dreher/immigration-catch-and-release-liberals/;Mexico;23.0;-102.0;-0.25;negative
migrants who are being sheltered in government centers while their parents were being held in jails as they were being prosecuted.;http://www.breitbart.com/2018-elections/2018/06/25/white-house-sets-temporary-end-zero-tolerance-migrants-family-migration/;United States;38.0;-97.0;0.0;neutral
refugees are living in the northern part of Uganda, more than 800;https://www.vaticannews.va/en/world/news/2018-06/south-sudan-unhcr-humanitarian-catastrophe.html;Central African Republic;7.0;21.0;0.5;positive
refugee applications are under review for a period of six months to a year, the Yemenis are granted residency and work permits.;https://www.upi.com/Top_News/World-News/2018/06/26/S-Korea-could-accept-less-than-5-of-Yemeni-refugees/6501530023674/;South Korea;37.0;127.5;0.0;neutral
refugee crisis is now well understood.;https://m.gulfnews.com/opinion/thinkers/our-water-future-is-complex-and-troubling-1.2242615;Canada;60.0;-95.0;0.0;neutral
refugees are mostly women and children.;http://www.pmldaily.com/magazines/2018/06/uweso-supports-refugee-children-and-host-communities-in-education.html;Uganda;1.0;32.0;0.5;positive
refugees do not see a solution to their plight on the horizon,” he said at a briefing before the conference.;https://news.mb.com.ph/2018/06/26/un-seeks-new-funding-pledges-for-palestinian-refugees/;Israel;31.5;34.75;0.0;neutral
