sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are the top threat to EU unity;http://am1380theanswer.com/news/politics/disputed-policies-on-migrants-are-the-top-threat-to-eu-unity;Malta;35.83;14.58;0.5;positive
migrants are expected to land in Valencia between 6am (0800 GMT) and 12pm (1400 GMT) on Sunday.;http://en.rfi.fr/wire/20180616-spain-says-france-take-aquarius-ship-migrants;Spain;40.0;-4.0;-0.1;negative
migrants who are rescued at sea.;http://www.newsoptimist.ca/spain-saves-933-migrants-waits-for-another-630-on-aquarius-1.23338115;Italy;42.83;12.83;0.0;neutral
migrants are also more likely to become entrepreneurs than native-born citizens.;http://www.mainebiz.biz/article/20180611/CURRENTEDITION/306069994;Mongolia;46.0;105.0;0.25;positive
migrants are on the move anyway to escape poverty and violence.;https://wtop.com/europe/2018/06/the-latest-pope-criticizes-leaving-migrants-at-waves-mercy/;Malta;35.83;14.58;0.0;neutral
migrants are expected to arrive at Spain's eastern port of on Sunday.;https://www.business-standard.com/article/pti-stories/spain-saves-933-migrants-waits-for-another-630-on-aquarius-118061600509_1.html;Spain;40.0;-4.0;-0.1;negative
refugee crisis is a burden involving both the Lebanese state and the international community, the former has miserably failed to help itself alleviate the effects of the crisis.;https://thearabweekly.com/lebanese-politicians-play-populist-card-face-unhcr;Italy;42.83;12.83;-0.167;negative
migrants are jumping Canada's immigration queues.;http://www.coastreporter.net/scheer-pens-letter-to-trudeau-calling-for-end-to-border-queue-jumping-1.23337793;Canada;60.0;-95.0;0.0;neutral
Refugee Resettlement is also responsible for placing unaccompanied children with qualified sponsors and family members.;https://sputniknews.com/us/201806161065460076-usa-split-thousands-illegal-children/;United States;38.0;-97.0;0.2;positive
migrants are expected to arrive at Spain's eastern port of Valencia on Sunday.;http://www.journalgazette.net/article/20180616/WEB/180619860;Spain;40.0;-4.0;-0.1;negative
migrant advocates are warning that separating migrant children from their families can cause “toxic stress” that disrupts a child’s brain development and harms long-term health.;https://www.opb.org/news/article/npr-doctors-concerned-about-irreparable-harm-to-separated-migrant-children/;United States;38.0;-97.0;0.0;neutral
migrant policy is crucial for keeping Europe united;http://www.dailymail.co.uk/news/article-5852009/Merkel-Germany-Chancellor-week-MP-claims.html;Italy;42.83;12.83;0.0;neutral
Refugee Resettlement are spread out in a network of federally licensed facilities.;http://www.capradio.org/news/npr/story?storyid=620543880;United States;38.0;-97.0;0.0;neutral
refugees are upheld.;https://www.rnews.co.za/article/20427/new-pe-refugee-reception-office-to-start-operations-in-october;Bangladesh;24.0;90.0;0.0;neutral
refugee crisis is a large problem for the Czech Republic.;https://thedailycoin.org/2018/06/15/these-european-countries-are-refusing-to-accept-the-unchecked-influx-of-migrants/;Malta;35.83;14.58;0.214;positive
migrants who are seeking asylum -- a group that includes many Central American families fleeing rampant gang violence -- must be admitted to the country and should be released pending a hearing.;https://www.pennlive.com/opinion/2018/06/trump_and_sessions_have_create.html;Honduras;15.0;-86.5;0.167;positive
migrants who are seeking asylum — a group that includes many Central American families fleeing rampant gang violence — must be admitted to the country and should be released pending a hearing.;http://www.dailyfreeman.com/opinion/20180616/eugene-robinson-trump-sessions-must-be-proud-to-imprison-spanish-speaking-kids;Honduras;15.0;-86.5;0.167;positive
migrant minors is up and running in West Texas, just one day after federal officials announced the location.;http://www.bigcountryhomepage.com/news/main-news/trump-administration-opens-tent-city-near-el-paso-to-house-separated-immigrant-children/1242370514;United States;38.0;-97.0;0.0;neutral
migrants are also vulnerable to a range of other forms of crime such as violence, rape, theft, kidnapping, extortion and trafficking in persons.;http://www.china.org.cn/world/Off_the_Wire/2018-06/17/content_52425349.htm;Italy;42.83;12.83;-0.208;negative
migrants are expected to land in Valencia between 6am and 12pm on Sunday.;https://www.dhakatribune.com/world/europe/2018/06/16/spain-says-france-to-take-in-aquarius-ship-migrants;Spain;40.0;-4.0;-0.1;negative
refugee who is one of the eatery’s guest chefs for the Refugee Food Festival.;http://www.france24.com/en/20180615-france-food-refugee-festival-gastronomy-paris-restaurants;China;35.0;105.0;0.0;neutral
migrants who are suspected of committing crimes affect or impact German audiences?;http://www.dw.com/en/germanys-reporting-on-asylum-seekers-exposes-latent-racism/a-44243411;Ukraine;49.0;32.0;0.0;neutral
asylum seeker is afforded due process according to our laws,” their letter read.;https://www.yahoo.com/gma/religious-leaders-implore-trump-white-house-stop-separating-042400697--abc-news-topstories.html;United States;38.0;-97.0;-0.125;negative
migrant parents are allowed to call to try to locate their children.;https://crooksandliars.com/2018/06/ice-phone-line-designed-scare-parents-0;United States;38.0;-97.0;0.0;neutral
migrant is convicted of the crime and sentenced to at least one year in prison.;http://www.montereyherald.com/government-and-politics/20180615/house-immigration-bill-threatens-to-undermine-sanctuary-city-policies;United States;38.0;-97.0;-0.3;negative
asylum seekers are taken into custody by U.S. Border Patrol agents on June 12, 2018 near McAllen, Texas.;https://www.aol.com/article/news/2018/06/15/border-separations-permanently-damage-kids/23460371/;United States;38.0;-97.0;0.1;positive
migrants are expected to arrive in Spain's eastern port of Valencia on Sunday.;http://www.wfmz.com/news/ap-world-news/the-latest-italy-blocks-german-migrant-rescue-boats/754091977;Spain;40.0;-4.0;-0.1;negative
refugees who are stranded in Turkey are seeking international recognition and relief.;https://76crimes.com/2018/06/16/please-tweet-june-17-plea-by-turkeys-lgbt-iranian-refugees/;Turkey;39.0;35.0;0.0;neutral
"refugee camp is not"" and suggesting France could take the Aquarius passengers.";https://www.independent.ie/world-news/europe/close-the-doors-salvini-tweet-signals-rise-of-hard-right-in-eu-37016478.html;France;46.0;2.0;0.0;neutral
Refugees are amongst the furthest behind groups in the society.;https://www.spotlightnepal.com/2018/06/16/leaving-no-one-behind-and-addressing-displaced-population/;Nepal;28.0;84.0;-0.4;negative
migrants are stuck near the small Italian town of Ventimiglia, 7km from the French border, Oxfam’s new report, ‘Nowhere but out,’ calculates.;https://www.rt.com/news/429912-france-police-refugees-children/;French Southern Territories;-43.0;67.0;-0.003;negative
migrants are expected to land in Valencia between 6am (0400 GMT) and 12pm (1000 GMT) on Sunday.;http://www.dailymail.co.uk/wires/afp/article-5851579/Spain-says-France-Aquarius-ship-migrants.html;Spain;40.0;-4.0;-0.1;negative
Refugee Resettlement is responsible for finding homes for unaccompanied migrant children, the ones who attempt to enter the country without their parents.;https://www.opb.org/news/article/npr-dhs-nearly-2000-children-separated-from-adults-at-border-in-six-weeks/;Mexico;23.0;-102.0;0.2;positive
refugee camps are increasingly emerging on the borders of the European area – and even outside it – is a concrete manifestation of the way that Europe;https://www.opendemocracy.net/can-europe-make-it/caterina-di-fazio/agora-on-european-political-space-why-is-europe-decisive-politi;Italy;42.83;12.83;0.05;positive
Refugee Resettlement is responsible for finding homes for unaccompanied migrant children, those who attempt to enter the country without their parents.;https://www.wfdd.org/story/dhs-nearly-2000-children-separated-adults-border-6-weeks;Honduras;15.0;-86.5;0.2;positive
refugees are Mary, Joseph and Jesus, who fled to Egypt to escape him.;https://www.scotsman.com/news/opinion/dani-garavelli-others-apologise-us-defends-child-abuse-1-4755701;Egypt;27.0;30.0;0.0;neutral
migrants and is heading to Spain, which has offered safe harbour, escorted by two Italian ships.;http://news.trust.org/item/20180614105308-ty97x/;Spain;40.0;-4.0;0.25;positive
Asylum seekers are most affected by the material support ban.;https://thinkprogress.org/immigration-judge-says-womans-forced-labor-was-material-support-for-terrorists-ce323407bdfe/;United States;38.0;-97.0;0.5;positive
migrants are not safe now.;https://www.salon.com/2018/06/16/hawaiis-fight-against-trumps-muslim-travel-ban-has-long-roots-of-resistance/;United States;38.0;-97.0;-0.25;negative
migrants are simply rerouting around Hungary to reach the generous welfare states of Western and Northern Europe;https://www.thenewamerican.com/world-news/europe/item/29296-hungarian-leader-europeans-purposely-being-replaced-with-muslims-as-soros-profits;Hungary;47.0;20.0;0.0;neutral
migrants are expected to arrive at Spain’s eastern port of Valencia on Sunday.;https://www.sfgate.com/world/article/Spain-rescues-hundreds-from-migrant-boats-13000574.php;Spain;40.0;-4.0;-0.1;negative
migrants are setting out on a dangerously overladen rubber dinghy across the perilous Mediterranean.;http://www.dailymail.co.uk/news/article-5852197/Libyan-coastguards-paid-EU-protect-refugees-caught-beating-them.html;Libya;25.0;17.0;-0.6;negative
migrants are living in Cameroon of whom 62 percent are children.;https://www.aa.com.tr/en/africa/turkish-agency-delivers-aid-to-2-400-families-in-africa/1168155;Cameroon;6.0;12.0;0.0;neutral
migrants are off the Italian vessel.;https://www.msn.com/en-gb/news/world/boat-migrants-rocked-by-eu-political-storm-to-arrive-in-spain/ar-AAyJVdJ;Spain;40.0;-4.0;0.0;neutral
migrants are indigenous peoples of Afro-descent hailing from river lands, who have been expelled by illegal and legal mining and by the oil extraction industry.;https://www.catholicculture.org/culture/library/view.cfm?recnum=11888;Brazil;-10.0;-55.0;-0.15;negative
Migrants are seen after being rescued by MV Aquarius, a search and rescue ship run in partnership between SOS Mediterranee and Medecins Sans Frontieres in the central Mediterranean Sea, June 12, 2018.;https://in.reuters.com/article/europe-migrants-italy/update-1-italy-demands-netherlands-recall-ngo-migrant-rescue-ships-idINL8N1TI0GM;Germany;51.0;9.0;0.0;neutral
