sentence;url;place;lat;lon;sentiment_score;sentiment
migrant children are detained in the EU?;https://www.whfbradio.com/2018/06/20/how-european-countries-deal-with-the-detention-of-migrant-children/;Latvia;57.0;25.0;0.0;neutral
migrants are a world problem, not just an American one.;https://freepressonline.com/Content/Columnists-Top/Free-Press-Columnists/Article/Michael-G-Roskin-Wrong-Hemisphere/125/723/59256;South Africa;-29.0;24.0;0.0;neutral
migrant children are being processed and held at the U.S. Customs and Border Protection Nogales Placement Center in Nogales, Ariz.;https://www.msn.com/en-us/travel/article/facebook-campaign-raises-2410m-to-reunite-immigrant-families/ar-AAyVL7K;United States;38.0;-97.0;-0.1;negative
migrant children, is planning to hire two additional lawyers and a social worker, according to Associate Director Elizabeth Frankel.;http://www.4-traders.com/FACEBOOK-10547141/news/Facebook-Crowdsourcing-Sites-Accelerate-Immigrant-Fundraising-Efforts-26803657/;United States;38.0;-97.0;0.033;positive
migrant children are locked in cages under orders from the president of the United States;https://www.opednews.com/articles/God-bless-Laura-Bush-by-Brent-Budowsky-Catholicism_Children_Cruelty_Immigrants-180621-892.html;Hungary;47.0;20.0;0.0;neutral
refugees are a burden because they exploit the social benefits and work of the native inhabitants”.;https://www.euractiv.com/section/justice-home-affairs/news/italian-region-shows-two-sides-of-immigration/;Tunisia;34.0;9.0;0.033;positive
refugee population is children.;https://ottawa.ctvnews.ca/ottawa-marks-world-refugee-day-with-human-library-1.3982538;Canada;60.0;-95.0;0.0;neutral
migrant children are being routinely and forcibly given a range of psychotropic drugs at U.S. government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;https://www.financialexpress.com/world-news/us-centers-force-migrant-children-to-take-drugs-lawsuit/1214473/;United States;38.0;-97.0;0.5;positive
refugee claimants are arriving at airports, while more than 9,000 have crossed from the U.S. border into Quebec (and, to a much lesser extent, B.C.;https://www.theglobeandmail.com/canada/article-evening-update-trump-insists-zero-tolerance-still-in-effect-but/;United States;38.0;-97.0;0.25;positive
refugees who are experiencing trauma, relapses and psychological torture.”;https://www.softpower.ug/govt-unhcr-to-separate-rivalry-s-sudanese-refugees-after-4-die-in-violence/;South Sudan;15.0;30.0;0.0;neutral
asylum seekers are being forced to camp out at the port, or sleep at various shelters in Nogales, including the one run by the Kino Border Initiative, she said.;https://www.azcentral.com/story/news/politics/immigration/2018/06/20/asylum-seekers-face-long-waits-slow-processing-border/719670002/;United States;38.0;-97.0;-0.15;negative
Refugee abusers are guarding our parliament” and “Vic govt — refuse to be complicit”.;https://www.greenleft.org.au/content/refugee-supporters-demand-end-wilson-security-contract;Nauru;-0.53;166.92;0.0;neutral
Refugees are ordinary human beings who have been forced to flee their homes under the most extraordinary circumstances;http://www.kynt1450.com/2018/06/on-world-refugee-day-2018-a-record-68-5-million-forcibly-displaced-last-year/;Norway;62.0;10.0;0.057;positive
migrants are prosecuted for illegal entry.;https://www.gosanangelo.com/story/news/2018/06/21/separated-families-policy-change-doesnt-guarantee-reunification/722013002/;United States;38.0;-97.0;-0.5;negative
refugee claim is not a free ticket into Canada.;https://beaufortcountynow.com/post/28931/crossing-into-canada-from-usa-warning-from-canadian-government.html;Canada;60.0;-95.0;-0.2;negative
refugee situations are real and it could happen to anyone”.;http://accra.sites.unicnetwork.org/2018/06/21/unhcr-ghana-calls-on-government-to-accede-to-un-conventions-on-statelessness/;Ghana;8.0;-2.0;0.2;positive
"asylum seekers are being held as a result of Trump's ""zero tolerance"" policy.";https://www.gq.com/story/virginia-detention-facility-teen-abuse;United States;38.0;-97.0;0.0;neutral
"Migrants are ""trying to find new paths to get to European Union countries"" after nations along the route up from Turkey and Greece significantly increased their border security";https://www.yahoo.com/news/poverty-stricken-albania-migrant-gateway-eu-041115988.html;Turkey;39.0;35.0;0.17;positive
refugees are yet to join the labor market, undergoing job training or language classes.;https://news.mb.com.ph/2018/06/21/us-top-asylum-seekers-destination-in-oecd-in-2017/;Italy;42.83;12.83;0.0;neutral
