sentence;url;place;lat;lon;sentiment_score;sentiment
refugees is 20,000-30,000, not the millions that UNRWA claims.;https://www.algemeiner.com/2018/06/05/will-the-world-finally-turn-off-the-unrwa-spigot/;United States;38.0;-97.0;0.0;neutral
refugees are part of the 3 000 Namibians who sought refuge in Botswana in 1999 after the aborted secessionist bid.;http://allafrica.com/view/group/main/main/id/00061612.html;Botswana;-22.0;24.0;0.0;neutral
migrants are coming from Tunisia, they are not war refugees but often criminals and ex-detainees,” he said.;http://northafricapost.com/23969-tunis-protests-italian-officials-statement-calling-tunisia-ex-detainees-exporter.html;Tunisia;34.0;9.0;0.0;neutral
migrants who are stopped by the Border Patrol or customs officers will be sent directly to a federal court by the United States Marshals Service.;https://www.thespectrum.com/story/news/2018/06/04/how-keeping-families-intact-is-dividing-america/35623703/;United States;38.0;-97.0;0.1;positive
"refugees who are watching TV in their hotels"" is ""a gravy-train that we can no longer sustain,"" said.";https://www.business-standard.com/article/news-ians/party-s-over-for-illegal-immigrants-says-italian-minister-118060501494_1.html;Italy;42.83;12.83;0.0;neutral
migrant children are being held.;https://www.app.com/story/news/politics/new-jersey/2018/06/05/bob-menendez-says-staffers-denied-access-migrant-processing-center-san-diego-tijuana/673312002/;Mexico;23.0;-102.0;0.0;neutral
migrants are guaranteed a place to stay thanks to newly built accommodation.;https://www.bignewsnetwork.com/news/257418690/accolades-for-malian-spider-man-as-france-razes-migrant-camps;Tunisia;34.0;9.0;0.168;positive
migrants are now believed to have died after an overcrowded smuggling boat capsized off Tunisia last weekend.;https://www.wpxi.com/news/national-news/ap-top-news/the-latest-eu-nations-divided-on-migrant-asylum-reforms/763175152;Tunisia;34.0;9.0;0.0;neutral
migrants are 97 times more likely to face sexual assault in federal detention centers than the general population.Analysis from the Center for American Progress shows detention centers are especially dangerous for transgender immigrants.;https://www.clevescene.com/scene-and-heard/archives/2018/06/05/fears-for-lgbt-immigrants-go-beyond-deportation;United States;38.0;-97.0;-0.007;negative
"migrant children are in US custody at more than 100 facilities in 14 states, none of which Sessions said he visited but said he believes ""for the most part they're well taken care of.""";https://www.aol.com/article/news/2018/06/05/can-you-imagine-your-grandchildren-separated-from-your-children-conservative-radio-host-grills-jeff-sessions-over-zero-tolerance-border-policies/23451585/;United States;38.0;-97.0;0.5;positive
refugees who are breaching our borders by the thousands at unauthorized crossings;http://ottawasun.com/opinion/columnists/bonokoski-from-green-hair-and-red-boots-to-loose-bolt-socialist/wcm/0970a756-8ddf-4232-9d35-4e08d409850c;Canada;60.0;-95.0;0.0;neutral
refugees may not have the necessary papers or documentation for verification.;http://www.eurasiareview.com/05062018-myanmar-agreement-with-un-for-settling-rohingya-refugees-announced-analysis/;Yemen;15.0;48.0;0.0;neutral
migrant children are being held, but police were called and he was told to leave.;https://www.statesmanjournal.com/story/news/2018/06/04/u-s-senator-refused-entry-facility-holding-migrants-kids/671638002/;Mexico;23.0;-102.0;0.0;neutral
migrants are invading the country.;http://montrealgazette.com/news/quebec/blurring-the-lines-between-quebecs-far-right-and-political-mainstream-on-facebook;Mexico;23.0;-102.0;0.0;neutral
migrants are believed to have died after an overcrowded smuggling boat capsized off Tunisia last weekend.;https://www.dawn.com/news/1412201/at-least-112-migrants-presumed-dead-after-overloaded-boat-capsized-in-mediterranean;Tunisia;34.0;9.0;0.0;neutral
migrants and not climate action.;https://discoversociety.org/2018/06/05/climate-change-as-a-security-issue-and-how-it-hinders-climate-action/;Germany;51.0;9.0;0.1;positive
Refugee Resettlement are trying to hide what's happening behind the doors of the former Walmart.;http://www.newsradioklbj.com/news/texas-news/senator-claims-he-was-denied-entry-immigrant-detention-center;Mexico;23.0;-102.0;-0.2;negative
refugees who are forced to flee their homes, he lived for the South Sudanese families whose lives have been ravaged by strife.;https://www.thecable.ng/colossus-lives-remembering-babatunde-osotimehin;Nigeria;10.0;8.0;-0.3;negative
Refugee Agency;https://reliefweb.int/report/tunisia/unhcr-saddened-heavy-loss-life-boat-sinks-tunisia;United States;38.0;-97.0;0.0;neutral
refugees are children.;https://gulfnews.com/opinion/thinkers/restoring-hope-to-the-world-s-youngest-country-1.2232056;South Sudan;15.0;30.0;0.0;neutral
Refugee Council;https://www.iom.int/news/iom-promotes-safety-empowerment-migrant-women-and-girls-eu-development-event;United States;38.0;-97.0;0.0;neutral
