sentence;url;place;lat;lon;sentiment_score;sentiment
migrant children are being routinely and forcibly given a range of psychotropic drugs at U.S. government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;https://www.nbcnews.com/health/kids-health/u-s-centers-force-migrant-children-take-drugs-lawsuit-n885386?cid=public-rss_20180625;United States;38.0;-97.0;0.5;positive
Refugee Resettlement is notified.;http://www.krdo.com/news/national-world/police-teen-reported-missing-from-texas-migrant-facility/758014663;Mexico;23.0;-102.0;0.0;neutral
migrants are transferred from federal facilities to a central station in McAllen.;http://wnyt.com/news/donations-volunteering-surge-at-border-asylum-seeker-center/4962747/?cat=10104;United States;38.0;-97.0;0.0;neutral
asylum seeker children are imprisoned indefinitely on Australia's concentration camp of Nauru.;https://www.australianherald.com/news/257551161/the-concentration-camps-of-turnbull-and-trump;Nauru;-0.53;166.92;0.0;neutral
Refugees is spearheading the relief effort.;https://www.dailysabah.com/world/2018/06/25/un-seeks-new-funding-pledges-for-palestinian-refugees-after-trump-cuts;United States;38.0;-97.0;0.0;neutral
refugees is both urgent and vital.;https://www.routesonline.com/airports/2360/athens-international-airport-sa-eleftherios-venizelos/news/279266/i-love-greece/;Greece;39.0;22.0;0.1;positive
refugees who are currently in the north African state.;https://www.middleeastmonitor.com/20180625-portugal-to-receive-400-refugees-from-egypt/;Central African Republic;7.0;21.0;0.0;neutral
migrants are illegal immigrants who, in some cases, literally showed up yesterday.;https://www.abqjournal.com/1188766/its-influx-of-immigrants-not-families-thats-the-issue.html;United States;38.0;-97.0;-0.5;negative
refugees are currently living in Turkey (AFP);http://www.middleeasteye.net/news/turkey-elections-erdogan-refugees-syria-iraq-egypt-379378490;Turkey;39.0;35.0;0.0;neutral
migrants who are dropped in the desert end up in Agadez, a dusty and lawless city better known as Niger’s “smuggling hub”, where thousands are now stranded.;http://www.msn.com/en-nz/news/world/algeria-dumps-thousands-of-migrants-in-the-sahara-amid-eu-funded-crackdown/ar-AAz9I69;Niger;16.0;8.0;0.05;positive
asylum seekers is accommodation.;http://www.koreaherald.com/view.php?ud=20180625000720;Malaysia;2.5;112.5;0.0;neutral
migrant is apprehended within 100 miles (160 km) of the border and has been in the country less than 14 days.;http://www.dnaindia.com/world/report-trump-says-illegal-immigrants-should-be-deported-with-no-judges-or-court-cases-2628968;United States;38.0;-97.0;-0.167;negative
refugees are going to Algeria in the first place to flee violence or to seek opportunity, according to Al Jazeera.;https://www.globalcitizen.org/en/content/algeria-niger-sahara-desert-migrants-missing/;Algeria;28.0;3.0;0.25;positive
"migrants who are willing to risk their lives to reach Europe.The leaders of several more countries joined Italy and France in endorsing the idea of setting up centers in Africa to screen potential asylum-seekers for eligibility before they set out for another continent.The talks were ""frank and open";http://focus-fen.net/./news/2018/06/25/431768/kathimerini-eu-papers-over-differences-after-frank-migration-talks.html;Central African Republic;7.0;21.0;0.15;positive
"migrants are abused in Libya and the North African country hardly constitutes a ""safe"" port of call, as called for by international law.";http://www.independent.com.mt/articles/2018-06-25/world-news/Italy-s-interior-minister-in-Libya-for-migrant-crisis-talks-6736192413;Central African Republic;7.0;21.0;0.052;positive
migrant crisis is behind us, it's a fact.;https://sputniknews.com/europe/201806251065750675-europe-sanctions-migrants-asylum/;Iraq;33.0;44.0;-0.4;negative
migrants are seen at a tent encampment near the U.S. Customs and Border Protection port of entry in Tornillo, Texas.;https://www.mprnews.org/story/2018/06/25/pentagon-will-build-two-tent-cities-at-texas-bases-npr;United States;38.0;-97.0;0.1;positive
"migrants is set at $10,000 to $15,000, ""although I have one right now for $25,000,"" an employee who asked not to be named told AFP.";http://www.pulse.ng/news/world/in-texas-border-towns-illegal-immigration-is-big-business-id8537017.html;Mexico;23.0;-102.0;0.286;positive
