sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are now heading to Spain after it offered the ship safe harbor in Valencia.;http://www.wfmz.com/news/ap-world-news/the-latest-hungary-gives-4-traffickers-25-years-in-prison/753008619;Spain;40.0;-4.0;0.5;positive
refugees are trying to keep the tradition going, but doing so in a refugee camp has its own set of challenges.;http://www.themedialine.org/top-stories/a-difficult-eid-for-many-middle-east-refugees/;Syria;35.0;38.0;0.6;positive
refugees are away from their homes, the more they need access to institutions that enable self-determination.;https://www.project-syndicate.org/commentary/uganda-refugee-school-system-by-joseph-munyambanza-2018-06;South Sudan;15.0;30.0;0.5;positive
refugees are forced to endure as a direct result of U.S. imperialist greed.;https://www.liberationnews.org/community-rallies-for-refugees-outside-private-prison-in-otay-mesa/;United States;38.0;-97.0;-0.1;negative
refugees are also still in power.;https://www.justiceinfo.net/en/justice-reconciliation/37708-the-possibility-of-transitional-justice-post-mugabe-in-zimbabwe.html;South Africa;-29.0;24.0;0.0;neutral
migrants are being handled.”;https://www.pal-item.com/story/news/2018/06/14/jeff-sessions-immigration-fort-wayne-attorney-general/698894002/;United States;38.0;-97.0;0.0;neutral
migrants also are consumers and retailers, so boosting revenue for U.S. investors and Wall Street.;http://www.breitbart.com/2018-elections/2018/06/13/ryan-amnesty-plan-compromises-trump-four-pillars/;United States;38.0;-97.0;0.0;neutral
migrants and is now heading to Spain, which offered safe harbor, escorted by two Italian ships.;https://www.reuters.com/article/us-europe-migrants-italy-pope/pope-says-countries-must-unite-on-migration-as-italy-france-clash-idUSKBN1JA0YJ;Spain;40.0;-4.0;0.25;positive
migrants and is heading to Spain, which has offered safe harbour, escorted by two Italian ships.;https://www.theglobeandmail.com/world/article-italy-france-try-to-patch-up-migrant-row-draw-papal-rebuke/;Spain;40.0;-4.0;0.25;positive
migrants and is now heading to Spain, which offered safe harbour, escorted by two Italian ships.;http://www.promptnewsonline.com/pope-calls-for-a-change-in-mindset-on-migration-as-italy-france-clash/;Spain;40.0;-4.0;0.25;positive
migrants are young men from Islamic countries.”;https://www.prisonplanet.com/mep-slams-eu-globalists-for-islamic-invasion-of-europe.html;Afghanistan;33.0;65.0;0.1;positive
"asylum seekers who are persecuted by private actors.""";https://www.chicagocatholic.com/u.s./-/article/2018/06/13/u-s-bishops-decry-administration-s-asylum-decision;United States;38.0;-97.0;0.0;neutral
Migrants are seen after being rescued by MV Aquarius, a search and rescue ship run in partnership between SOS Mediterranee and Medecins Sans Frontieres in the central Mediterranean Sea, June 12, 2018.;https://ca.reuters.com/article/topNews/idCAKBN1JA1D6-OCATP;Germany;51.0;9.0;0.0;neutral
refugees are going to spend their first Eid in Bangladesh.;https://www.dhakatribune.com/bangladesh/2018/06/15/rohingyas-prepare-for-first-eid-as-refugees;Bangladesh;24.0;90.0;0.25;positive
migrants are once more coming to a head.;http://www.swissinfo.ch/eng/merkel-struggles-to-avoid-coalition-crisis-on-migrant-policy/44190670;Germany;51.0;9.0;0.5;positive
migrant children are being held in cages made out of wire and net.;http://www.gilmermirror.com/view/full_story/27577183/article-Caging-Children--Separating-Families--Has-the-War-on-Immigration-Gone-Too-Far-;Germany;51.0;9.0;0.0;neutral
migrants are traveling from the central Mediterranean Sea aboard the Aquarius, a rescue vessel operated by aid group SOS Mediterranee, and two boats of the Italian government.;http://ktar.com/story/2107461/hungary-sends-smugglers-to-prison-for-71-suffocation-deaths/;Serbia;44.0;21.0;0.0;neutral
migrant burden is expected to dominate an EU summit at the end of June.;http://www.digitaljournal.com/news/world/macron-never-meant-to-offend-italy-with-migrant-comments/article/524643;Germany;51.0;9.0;-0.1;negative
refugees should not look to politics or broken asylum regimes for solutions to their displacement and misery, they should look in the mirror.;http://allafrica.com/stories/201806140090.html;Kenya;1.0;38.0;-0.4;negative
refugee crisis are now registered with them.;https://www.thelocal.se/20180614/swedish-unemployment-drops-again-but-foreigners-still-have-a-tougher-time;Sweden;62.0;15.0;0.0;neutral
migrants are from Africa, while several others come from Afghanistan, Pakistan and Bangladesh, according to MSF.;https://www.sbs.com.au/news/stranded-mediterranean-migrant-ship-on-a-cruise-italy-interior-minister;Central African Republic;7.0;21.0;0.0;neutral
Migrants are seen on the deck of the MV Aquarius, a search and rescue ship in the central Mediterranean Sea;https://www.msn.com/en-gb/news/world/italy-and-france-try-to-patch-up-migrant-row-draw-papal-rebuke/ar-AAyDngC;Germany;51.0;9.0;0.0;neutral
migrants in is the latest development in a war of words with France since Italy turned away the aid ship Aquarius carrying 629 migrants.;http://www.tert.am/en/news/2018/06/14/ship/2713433;France;46.0;2.0;0.5;positive
migrants who are trans women face even greater exploitation based on both their immigration status and gender presentation.;http://socialistworker.org/2018/06/14/ice-killed-roxsana-hernandez;United States;38.0;-97.0;0.5;positive
